,v_name,v_price,h_price,l_price,v_market,area,source,updateTime,insertTime,lWendu,hWendu,tianqi,fengli,fengxiang,aqi,aqiLevel,aqiInfo,cpi,h_3,h_9,l_3,l_9,h_price_pred,l_price_pred
403,红萝卜,2.0,2.0,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,3.5333333333333456,4.566666666666668,3.000000000000002,4.166666666666669,3.0843840579710204,2.3367391304347813
404,白萝卜,1.9,2.2,1.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,2.5333333333333456,4.566666666666668,2.3333333333333357,4.166666666666669,3.0843840579710204,2.3367391304347813
405,土豆,2.2,2.4,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,2.600000000000012,3.811111111111113,2.2000000000000024,3.4000000000000026,3.0843840579710204,2.3367391304347813
406,芋头,2.6,2.8,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,2.200000000000012,3.944444444444446,1.866666666666669,3.5111111111111137,3.0843840579710204,2.3367391304347813
407,大葱,3.2,4.0,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,2.466666666666679,4.1111111111111125,2.000000000000002,3.666666666666669,3.0843840579710204,2.3367391304347813
408,生姜,7.5,9.0,6.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,3.0666666666666793,3.6666666666666683,2.2666666666666693,3.0444444444444465,8.525,6.5625
409,大蒜,16.0,16.0,16.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,5.266666666666679,3.6666666666666683,3.6000000000000028,2.8222222222222246,16.133333333333333,14.266666666666667
410,芹菜,3.0,3.0,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,9.66666666666668,4.88888888888889,8.133333333333336,4.155555555555558,3.0843840579710204,2.3367391304347813
411,莴笋,2.4,2.8,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,9.333333333333348,5.000000000000002,8.333333333333337,4.266666666666669,3.0843840579710204,2.3367391304347813
412,莲藕,5.0,6.0,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,7.266666666666681,4.911111111111112,7.0000000000000036,4.155555555555558,3.0843840579710204,2.3367391304347813
413,西兰花,8.0,10.0,6.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,3.933333333333348,5.355555555555557,3.0000000000000036,4.37777777777778,3.0843840579710204,2.3367391304347813
414,西红柿,2.9,3.4,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,6.266666666666681,6.222222222222223,4.0000000000000036,4.866666666666669,3.0843840579710204,2.3367391304347813
415,条形辣椒干（小米椒）,10.0,10.0,10.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,6.46666666666668,6.333333333333334,4.133333333333337,4.911111111111113,7.0,7.0
416,青椒,5.6,5.6,5.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,7.800000000000014,7.133333333333334,6.133333333333337,5.755555555555557,3.0843840579710204,2.3367391304347813
417,黄瓜,2.3,2.6,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,6.333333333333347,7.311111111111111,6.000000000000004,6.111111111111113,3.0843840579710204,2.3367391304347813
418,苦瓜,8.4,9.0,7.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,6.0666666666666815,6.599999999999999,5.866666666666672,5.666666666666669,5.664383561643833,4.784246575342465
419,南瓜,1.15,1.3,1.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,5.7333333333333485,5.822222222222221,5.133333333333339,4.755555555555557,3.0843840579710204,2.3367391304347813
420,冬瓜,1.15,1.3,1.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,4.300000000000016,5.633333333333332,3.6000000000000054,4.533333333333335,3.0843840579710204,2.3367391304347813
421,丝瓜,8.0,8.0,8.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,3.8666666666666827,5.466666666666665,3.2666666666666724,4.422222222222224,8.720930232558137,7.958139534883722
422,豇豆,8.5,9.0,8.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,3.533333333333349,5.688888888888887,3.3333333333333393,4.866666666666669,8.95,8.35
423,平菇,4.4,4.8,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-12,2018-04-24,11,13,阵雨~阴,微风,无持续风向,111,3,轻度污染,101.7,6.100000000000016,5.577777777777777,5.666666666666672,5.088888888888891,5.576470588235294,4.529411764705882
424,小白菜,2.3,2.6,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,7.266666666666683,5.733333333333332,6.666666666666672,5.266666666666669,3.0843840579710204,2.3367391304347813
425,韭菜,3.2,3.4,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,5.466666666666683,4.91111111111111,4.666666666666672,4.37777777777778,5.318012422360248,4.2068322981366455
426,红萝卜,2.1,2.4,1.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,3.6000000000000156,4.666666666666665,3.0000000000000058,4.088888888888891,3.0843840579710204,2.3367391304347813
427,白萝卜,1.9,2.2,1.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,2.8000000000000163,4.644444444444442,2.266666666666673,4.066666666666668,3.0843840579710204,2.3367391304347813
428,土豆,2.2,2.4,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,2.6666666666666825,3.8888888888888875,2.1333333333333395,3.3777777777777795,3.0843840579710204,2.3367391304347813
429,山药,6.5,8.0,5.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,2.3333333333333495,4.011111111111109,1.800000000000006,3.488888888888891,5.594827586206898,4.18706896551724
430,芋头,2.6,2.8,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,4.200000000000016,4.755555555555555,2.8666666666666725,3.9333333333333353,3.0843840579710204,2.3367391304347813
431,大葱,3.3,4.0,2.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,4.400000000000016,4.177777777777776,3.1333333333333395,3.311111111111113,3.0843840579710204,2.3367391304347813
432,生姜,7.5,9.0,6.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,4.93333333333335,3.622222222222221,3.3333333333333393,2.7111111111111135,9.0,6.0
433,大蒜,15.0,16.0,14.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,5.266666666666683,4.088888888888888,3.6666666666666727,2.9333333333333353,16.133333333333333,14.266666666666667
434,芹菜,2.8,3.0,2.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,9.666666666666682,5.577777777777777,7.533333333333339,4.266666666666669,3.0843840579710204,2.3367391304347813
435,莴笋,2.6,3.0,2.2,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,9.333333333333348,5.533333333333332,7.533333333333339,4.222222222222225,3.0843840579710204,2.3367391304347813
436,莲藕,4.5,5.0,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,7.333333333333347,5.599999999999999,6.266666666666673,4.266666666666669,3.0843840579710204,2.3367391304347813
437,西兰花,5.0,6.0,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,3.6666666666666807,5.91111111111111,2.9333333333333393,4.533333333333336,3.0843840579710204,2.3367391304347813
438,西红柿,2.9,3.4,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,4.666666666666681,6.31111111111111,3.400000000000006,4.755555555555558,3.0843840579710204,2.3367391304347813
439,条形辣椒干（小米椒）,9.5,10.0,9.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,4.800000000000014,5.799999999999999,3.4666666666666734,4.4666666666666694,11.491111111111111,9.202222222222224
440,青椒,4.2,4.4,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,6.46666666666668,6.599999999999999,5.13333333333334,5.200000000000003,3.0843840579710204,2.3367391304347813
441,黄瓜,2.3,2.6,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,5.933333333333347,6.644444444444443,5.13333333333334,5.355555555555558,3.0843840579710204,2.3367391304347813
442,苦瓜,8.0,9.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,5.666666666666681,5.933333333333333,5.000000000000006,4.911111111111114,5.664383561643833,4.784246575342465
443,南瓜,1.0,1.2,0.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,5.333333333333347,5.155555555555555,4.33333333333334,4.133333333333336,3.0843840579710204,2.3367391304347813
444,冬瓜,1.15,1.3,1.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,4.266666666666681,4.955555555555555,3.266666666666674,3.9333333333333353,3.0843840579710204,2.3367391304347813
445,丝瓜,7.5,8.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,3.8333333333333477,4.766666666666666,2.9333333333333407,3.800000000000002,8.720930232558137,7.958139534883722
446,豇豆,7.5,8.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,3.500000000000014,5.099999999999999,2.9333333333333407,4.1333333333333355,8.0,7.0
447,平菇,4.5,5.0,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-13,2018-04-24,11,15,阴~小雨,微风,无持续风向,93,2,良,101.7,5.766666666666681,5.322222222222221,5.000000000000007,4.466666666666669,7.044680851063831,5.646808510638297
448,小白菜,2.2,2.6,1.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,7.000000000000014,5.499999999999999,6.000000000000007,4.644444444444447,3.0843840579710204,2.3367391304347813
449,韭菜,3.3,3.6,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,5.200000000000014,4.677777777777777,4.266666666666674,3.8444444444444463,5.318012422360248,4.2068322981366455
450,红萝卜,1.8,2.0,1.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.7333333333333485,4.588888888888889,2.9333333333333407,3.733333333333335,3.0843840579710204,2.3367391304347813
451,白萝卜,0.9,1.0,0.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,2.7333333333333485,4.522222222222222,2.1333333333333404,3.688888888888891,3.0843840579710204,2.3367391304347813
452,土豆,2.5,2.8,2.2,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,2.2000000000000153,3.633333333333333,1.8000000000000071,3.0000000000000018,3.0843840579710204,2.3367391304347813
453,山药,6.5,8.0,5.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,1.9333333333333484,3.81111111111111,1.5333333333333405,3.155555555555557,5.594827586206898,4.18706896551724
454,芋头,2.6,2.8,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.9333333333333482,4.5555555555555545,2.6666666666666745,3.6000000000000014,3.0843840579710204,2.3367391304347813
455,大葱,2.2,2.4,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,4.533333333333348,3.9777777777777765,3.2000000000000077,3.0888888888888903,3.0843840579710204,2.3367391304347813
456,生姜,7.0,8.0,6.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,4.400000000000014,3.3555555555555543,3.1333333333333413,2.5333333333333345,20.91111111111111,14.266666666666667
457,大蒜,14.5,16.0,13.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,4.400000000000014,3.6888888888888878,3.4666666666666743,2.755555555555557,16.133333333333333,14.266666666666667
458,芹菜,3.2,3.4,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,8.800000000000013,5.177777777777776,7.000000000000008,4.000000000000002,3.0843840579710204,2.3367391304347813
459,莴笋,1.8,2.0,1.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,9.133333333333347,5.155555555555554,7.333333333333342,4.000000000000002,3.0843840579710204,2.3367391304347813
460,莲藕,4.0,5.0,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,7.133333333333347,5.155555555555554,5.866666666666675,4.000000000000002,3.0843840579710204,2.3367391304347813
461,西兰花,4.9,5.4,4.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.4666666666666806,5.599999999999998,2.533333333333342,4.244444444444446,3.0843840579710204,2.3367391304347813
462,西红柿,3.0,3.6,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,4.133333333333347,5.8888888888888875,3.000000000000009,4.488888888888891,3.0843840579710204,2.3367391304347813
463,条形辣椒干（小米椒）,13.5,15.0,12.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,4.666666666666681,5.399999999999999,3.266666666666676,4.200000000000001,11.491111111111111,9.202222222222224
464,青椒,4.0,4.4,3.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,8.000000000000014,6.755555555555555,6.2666666666666755,5.266666666666668,3.0843840579710204,2.3367391304347813
465,茄子,2.2,3.0,1.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,7.666666666666681,6.977777777777777,6.00000000000001,5.444444444444446,3.0843840579710204,2.3367391304347813
466,黄瓜,2.4,2.6,2.2,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,7.46666666666668,6.422222222222221,5.666666666666676,4.9333333333333345,3.0843840579710204,2.3367391304347813
467,苦瓜,7.5,8.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.3333333333333477,4.933333333333332,2.4000000000000092,3.733333333333335,5.664383561643833,4.784246575342465
468,南瓜,1.1,1.2,1.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,4.533333333333347,5.444444444444443,3.5333333333333425,4.17777777777778,3.0843840579710204,2.3367391304347813
469,冬瓜,1.15,1.3,1.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.9333333333333473,5.355555555555554,3.4000000000000092,4.1111111111111125,3.0843840579710204,2.3367391304347813
470,丝瓜,8.0,8.0,8.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.500000000000014,4.944444444444443,3.0000000000000093,3.8888888888888906,8.720930232558137,7.958139534883722
471,豇豆,7.5,8.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,3.500000000000014,5.233333333333332,3.333333333333343,4.2888888888888905,8.95,8.35
472,平菇,4.5,5.0,4.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-16,2018-04-24,9,14,多云,微风,无持续风向,76,2,良,101.7,5.766666666666681,5.7222222222222205,5.333333333333343,4.800000000000002,9.004761904761905,8.0
473,韭菜,3.2,3.4,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,7.000000000000014,4.61111111111111,6.333333333333343,3.911111111111113,5.318012422360248,4.2068322981366455
474,红萝卜,1.7,2.0,1.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,5.46666666666668,4.499999999999998,4.666666666666676,3.8444444444444463,3.0843840579710204,2.3367391304347813
475,白萝卜,1.0,1.2,0.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.4666666666666806,4.3888888888888875,2.8000000000000096,3.8444444444444463,3.0843840579710204,2.3367391304347813
476,土豆,2.2,2.4,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,2.2000000000000135,4.233333333333332,1.7333333333333432,3.68888888888889,3.0843840579710204,2.3367391304347813
477,山药,7.5,8.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,1.8666666666666802,3.6111111111111094,1.40000000000001,3.1333333333333346,5.594827586206898,4.18706896551724
478,芋头,2.6,2.8,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.86666666666668,4.3666666666666645,3.2666666666666764,3.800000000000001,3.0843840579710204,2.3367391304347813
479,大葱,2.2,2.4,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,4.400000000000014,4.533333333333331,3.8000000000000096,3.9555555555555566,3.0843840579710204,2.3367391304347813
480,生姜,6.5,7.0,6.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,4.400000000000014,3.911111111111109,3.8000000000000096,3.2888888888888896,7.0,6.0
481,大蒜,14.5,16.0,13.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,4.066666666666681,3.799999999999998,3.4666666666666757,3.177777777777779,16.133333333333333,14.266666666666667
482,芹菜,3.3,3.6,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,8.466666666666681,5.02222222222222,7.00000000000001,4.177777777777779,3.0843840579710204,2.3367391304347813
483,莴笋,1.8,2.0,1.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,8.866666666666681,5.0444444444444425,7.333333333333343,4.177777777777779,3.0843840579710204,2.3367391304347813
484,莲藕,4.0,5.0,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,7.200000000000014,5.0444444444444425,5.866666666666677,4.200000000000001,3.0843840579710204,2.3367391304347813
485,西兰花,4.5,4.8,4.2,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.533333333333348,5.466666666666665,2.5333333333333434,4.444444444444446,3.0843840579710204,2.3367391304347813
486,西红柿,3.1,3.6,2.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.9333333333333482,5.733333333333331,2.933333333333343,4.688888888888891,3.0843840579710204,2.3367391304347813
487,条形辣椒干（小米椒）,13.5,15.0,12.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,4.466666666666682,5.244444444444443,3.2666666666666764,4.200000000000002,11.491111111111111,9.202222222222224
488,青椒,3.7,4.2,3.2,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,7.800000000000015,6.599999999999998,6.266666666666676,5.266666666666669,3.0843840579710204,2.3367391304347813
489,茄子,2.7,3.0,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,7.600000000000015,6.799999999999999,5.933333333333343,5.400000000000002,3.0843840579710204,2.3367391304347813
490,黄瓜,2.4,2.6,2.2,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,7.400000000000014,6.355555555555554,5.866666666666675,5.000000000000003,3.0843840579710204,2.3367391304347813
491,苦瓜,7.6,8.2,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.2666666666666813,4.866666666666665,2.6000000000000085,3.8000000000000025,5.664383561643833,4.784246575342465
492,南瓜,1.0,1.2,0.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,4.600000000000015,5.377777777777776,3.8666666666666756,4.244444444444447,3.0843840579710204,2.3367391304347813
493,冬瓜,1.1,1.2,1.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,4.000000000000014,5.288888888888888,3.3333333333333424,4.155555555555558,3.0843840579710204,2.3367391304347813
494,丝瓜,8.1,8.2,8.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.5333333333333474,4.866666666666665,2.933333333333342,3.9333333333333353,8.720930232558137,7.958139534883722
495,豇豆,8.0,8.0,8.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,3.533333333333347,5.244444444444444,3.266666666666675,4.355555555555558,8.95,8.35
496,平菇,5.0,5.0,5.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-20,2018-04-24,11,13,小雨,微风,无持续风向,147,3,轻度污染,101.7,5.800000000000014,5.733333333333332,5.666666666666675,4.9555555555555575,7.044680851063831,5.646808510638297
497,韭菜,3.2,3.4,3.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-23,2018-04-24,9,12,多云~小雨,微风,无持续风向,83,2,良,101.7,7.066666666666681,4.622222222222221,7.000000000000008,4.17777777777778,5.318012422360248,4.2068322981366455
498,红萝卜,1.8,2.0,1.6,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-23,2018-04-24,9,12,多云~小雨,微风,无持续风向,83,2,良,101.7,5.46666666666668,4.533333333333331,5.333333333333342,4.155555555555557,3.0843840579710204,2.3367391304347813
499,白萝卜,1.0,1.2,0.8,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-23,2018-04-24,9,12,多云~小雨,微风,无持续风向,83,2,良,101.7,3.4666666666666806,4.422222222222221,3.2000000000000086,4.066666666666668,3.0843840579710204,2.3367391304347813
500,土豆,2.2,2.4,2.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-23,2018-04-24,9,12,多云~小雨,微风,无持续风向,83,2,良,101.7,2.2000000000000135,4.266666666666665,1.800000000000009,3.9111111111111123,3.0843840579710204,2.3367391304347813
501,山药,7.5,8.0,7.0,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-23,2018-04-24,9,12,多云~小雨,微风,无持续风向,83,2,良,101.7,1.8666666666666802,3.62222222222222,1.4666666666666757,3.3555555555555565,5.594827586206898,4.18706896551724
502,芋头,2.6,2.8,2.4,重庆双福国际农贸城,cq,vegnet.com.cn,2016-12-23,2018-04-24,9,12,多云~小雨,微风,无持续风向,83,2,良,101.7,3.86666666666668,4.3777777777777755,3.266666666666676,4.044444444444446,3.0843840579710204,2.3367391304347813
